U_In-5p,U_As-4p,a(A),Eg(eV),meff
9.25,-1.5,5.822514836741454,0.40805221544505427,0.04107211683864649
9.3,-1.5,5.820668072095711,0.4148654867666154,0.041885891707725775
9.35,-1.5,5.818831142290416,0.4216540763134751,0.04270331560364332
9.35,-1.55,5.820196531031078,0.40875529149920115,0.04154800507867732
9.4,-1.55,5.818362857000943,0.41553707316467253,0.04236993196877372
9.45,-1.55,5.816539518470846,0.4222929988483879,0.04319568668005255
9.45,-1.6,5.817899375791555,0.40944354741984856,0.04203362038098105
9.5,-1.6,5.816080898665412,0.4161890574241597,0.04286352349348263
9.55,-1.6,5.814265492750531,0.4229249329829313,0.04369933093838048
9.55,-1.65,5.815624762847227,0.4101131027693671,0.0425290495457442
9.6,-1.65,5.813812328853152,0.41684376164000436,0.04336953571863573
9.65,-1.65,5.812007666962749,0.4235542249881188,0.04421478120542472
9.65,-1.7,5.813363781235671,0.4107853425002485,0.04303673080365245
9.7,-1.7,5.811561732854031,0.4174904419139148,0.04388699881250923
9.75,-1.7,5.809768545193921,0.42417273703073,0.044741929728715636
9.75,-1.75,5.811120288231281,0.41145043581668356,0.04355625542532537
9.8,-1.75,5.809330876102083,0.41812500097676214,0.04441593179474667
9.85,-1.75,5.80755052445861,0.4247754216013127,0.045280647196307436
9.85,-1.8,5.808897696846626,0.41209979526838647,0.04408707371082992
9.9,-1.8,5.8071200484939665,0.41874480506642014,0.0449568813315212
9.95,-1.8,5.805350525084361,0.42536868003630923,0.04583205633106433
9.95,-1.85,5.80669561582237,0.4127338786266805,0.04462966499147376
10.0,-1.85,5.804928124481894,0.41935432048481536,0.04551024745439323
10.05,-1.85,5.803173030842657,0.42594250969375425,0.04639532844710988
10.05,-1.9,5.804510785399255,0.4133611314554304,0.045185309144271
10.1,-1.9,5.802757942844642,0.4199459477441631,0.046075766732037574
10.15,-1.9,5.80100997396702,0.426515741537013,0.046973225571555095
10.15,-1.95,5.802347251577244,0.4139722112578879,0.04575321330228313
10.2,-1.95,5.800602262701933,0.42053617236529006,0.046656002543956666
10.2,-2.0,5.80194221886193,0.4080174206684781,0.04542740134882273
10.25,-2.0,5.800199705105413,0.4145775282781569,0.0463355608810536
10.3,-2.0,5.7984661345139,0.42111403817809423,0.04724983618011245
10.3,-2.05,5.7998020182848355,0.4086415061522809,0.04601194777246355
10.35,-2.05,5.798071395163799,0.4151721764860458,0.04693174300098007
10.4,-2.05,5.796356383424991,0.42166246364373383,0.047856125346359336
10.4,-2.1,5.79768603763635,0.4092412810222791,0.0466092140104037
10.45,-2.1,5.795970664205791,0.415733859880287,0.04754009048936474
10.5,-2.1,5.794258412813277,0.4222166083142135,0.04847929134444806
10.5,-2.15,5.795589376797171,0.40982799920087126,0.04722103176244729
10.55,-2.15,5.793879903411216,0.41630620836073884,0.04816599563955746
10.6,-2.15,5.792179041415682,0.422760954694377,0.04911835377065076
10.6,-2.2,5.793505096117284,0.41042057687280387,0.047850062839669645
10.65,-2.2,5.791808243317127,0.41686750622150853,0.04880747484261963
10.7,-2.2,5.790120969075817,0.4232902579830155,0.04977295145902219
10.7,-2.25,5.7914436254659645,0.4109926594880025,0.04849324470914524
10.75,-2.25,5.789758343457962,0.41741220252366795,0.049465088937765946
10.8,-2.25,5.788081001753971,0.423809143813811,0.05044421294147372
10.8,-2.3,5.789400193275904,0.41155852461375764,0.04915397733656691
10.85,-2.3,5.787726066251079,0.41794907537229326,0.05013920659750931
10.9,-2.3,5.786058846523758,0.4243195330183286,0.051133263057512035
10.9,-2.35,5.787375462717384,0.4121117644255736,0.049831284657789895
10.95,-2.35,5.785711493524754,0.4184775340020848,0.05083125082194051
11.0,-2.35,5.784055149589452,0.4248216859055939,0.05184034924281328
11.0,-2.4,5.785369519411334,0.4126552214109546,0.05052599894342454
11.05,-2.4,5.78371586922829,0.41899369218312504,0.05154173578526337
11.1,-2.4,5.7820700966522,0.42531288445872173,0.052566064879104986
11.1,-2.45,5.78338194245716,0.413189171129317,0.05123514016185378
11.15,-2.45,5.781736516084373,0.4195088195943552,0.052271368895811195
11.2,-2.45,5.780101982736482,0.4257999084522646,0.05331205134896932
11.2,-2.5,5.781409888190873,0.41372278804875723,0.0519723609903972
11.25,-2.5,5.779778655749485,0.42000764238952165,0.05301988698802458
11.25,-2.55,5.7810873704007,0.4079625055247589,0.0516698621924079
11.3,-2.55,5.779458728733737,0.41424242464545186,0.052724661979433485
11.35,-2.55,5.777834121616566,0.4205097667344996,0.05379063765889176
11.35,-2.6,5.77914136613104,0.4085041885259936,0.05242666971430658
11.4,-2.6,5.777523797846628,0.41475635267021205,0.05349857616204137
